#########################################
#     NEBULAR output spectrum
#########################################
#
# Electron temperature [K]      : 10000
# Electron density [cm-3]       : 100
# Helium abundance              : 0.1
# Ionisation fraction (H+)      : 1
# Ionisation fraction (He+)     : 1
# Ionisation fraction (He++)    : 9.25655e-09
# H+ density [cm-3]             : 90
# He+ density [cm-3]            : 10
# He++ density [cm-3]           : 9.25655e-08
# Total nuclear density [cm-3]  : 100
# Total matter density [g cm-3] : 2.17083e-22
#
# Col 1:  Frequency [Hz]
# Col 2:  Wavelength [A]
# Col 3:  Total spectrum: f_lambda (erg s-1 cm-2 A-1)
# Col 4:  j_fb (free-bound HI)
# Col 5:  j_fb (free-bound HeI)
# Col 6:  j_fb (free-bound HeII)
# Col 7:  j_2q (two-photon HI)
# Col 8:  j_2q (two-photon HeI)
# Col 9:  j_2q (two-photon HeII)
# Col 10:  j_ff (free-free HII)
# Col 11: j_ff (free-free HeII)
# Col 12: j_ff (free-free HeIII)
# Col 13: j_nn' (HI   recombination lines)
# Col 14: j_nn' (HeI  recombination lines)
# Col 15: j_nn' (HeII recombination lines)
#
# nu lambda f_lambda fb_HI fb_HeI fb_HeII 2q_HI 2q_HeI 2q_HeII ff_HII ff_HeII ff_HeIII eml_HI eml_HeI eml_HeII
1.55655e+15 1926 5.53176e-15 4.6612e-16 1.49323e-16 4.54512e-23 4.89402e-15 1.94756e-17 4.81059e-24 2.53867e-18 2.82075e-19 1.01305e-26 0 0 0
1.55575e+15 1927 5.52656e-15 4.67416e-16 1.49669e-16 4.55773e-23 4.8872e-15 1.94418e-17 4.80192e-24 2.5459e-18 2.82877e-19 1.01593e-26 0 0 0
1.55494e+15 1928 5.52137e-15 4.68714e-16 1.50015e-16 4.57037e-23 4.8804e-15 1.94081e-17 4.79327e-24 2.55313e-18 2.83681e-19 1.01881e-26 0 0 0
1.55413e+15 1929 5.51619e-15 4.70015e-16 1.50362e-16 4.58303e-23 4.8736e-15 1.93744e-17 4.78464e-24 2.56038e-18 2.84487e-19 1.0217e-26 0 0 0
1.55333e+15 1930 5.51103e-15 4.71317e-16 1.50709e-16 4.5957e-23 4.86681e-15 1.93409e-17 4.77603e-24 2.56764e-18 2.85293e-19 1.02459e-26 0 0 0
1.55252e+15 1931 5.50588e-15 4.72621e-16 1.51056e-16 4.60839e-23 4.86003e-15 1.93074e-17 4.76744e-24 2.57491e-18 2.86101e-19 1.02749e-26 0 0 0
1.55172e+15 1932 5.50074e-15 4.73928e-16 1.51404e-16 4.62111e-23 4.85327e-15 1.92739e-17 4.75887e-24 2.58219e-18 2.8691e-19 1.03039e-26 0 0 0
1.55092e+15 1933 5.49561e-15 4.75236e-16 1.51751e-16 4.63384e-23 4.84651e-15 1.92406e-17 4.75031e-24 2.58948e-18 2.8772e-19 1.03329e-26 0 0 0
1.55012e+15 1934 5.4905e-15 4.76546e-16 1.521e-16 4.64659e-23 4.83976e-15 1.92073e-17 4.74178e-24 2.59679e-18 2.88532e-19 1.0362e-26 0 0 0
1.54932e+15 1935 5.4854e-15 4.77859e-16 1.52448e-16 4.65937e-23 4.83302e-15 1.91741e-17 4.73327e-24 2.60411e-18 2.89345e-19 1.03912e-26 0 0 0
1.54851e+15 1936 5.48031e-15 4.79173e-16 1.52797e-16 4.67216e-23 4.8263e-15 1.91409e-17 4.72477e-24 2.61143e-18 2.90159e-19 1.04204e-26 0 0 0
1.54772e+15 1937 5.47523e-15 4.80489e-16 1.53146e-16 4.68497e-23 4.81958e-15 1.91079e-17 4.71629e-24 2.61878e-18 2.90975e-19 1.04496e-26 0 0 0
1.54692e+15 1938 5.47017e-15 4.81808e-16 1.53496e-16 4.6978e-23 4.81288e-15 1.90749e-17 4.70784e-24 2.62613e-18 2.91792e-19 1.04789e-26 0 0 0
1.54612e+15 1939 5.46512e-15 4.83128e-16 1.53846e-16 4.71064e-23 4.80618e-15 1.90419e-17 4.6994e-24 2.63349e-18 2.9261e-19 1.05082e-26 0 0 0
1.54532e+15 1940 5.46008e-15 4.8445e-16 1.54196e-16 4.72343e-23 4.79949e-15 1.90091e-17 4.69098e-24 2.64087e-18 2.93429e-19 1.05376e-26 0 0 0
1.54453e+15 1941 5.45506e-15 4.85775e-16 1.54546e-16 4.73625e-23 4.79282e-15 1.89763e-17 4.68258e-24 2.64825e-18 2.9425e-19 1.0567e-26 0 0 0
1.54373e+15 1942 5.45004e-15 4.87101e-16 1.54897e-16 4.74909e-23 4.78615e-15 1.89436e-17 4.6742e-24 2.65565e-18 2.95072e-19 1.05965e-26 0 0 0
1.54294e+15 1943 5.44504e-15 4.88429e-16 1.55248e-16 4.76194e-23 4.7795e-15 1.89109e-17 4.66584e-24 2.66306e-18 2.95896e-19 1.0626e-26 0 0 0
1.54214e+15 1944 5.44005e-15 4.8976e-16 1.55599e-16 4.77481e-23 4.77285e-15 1.88783e-17 4.6575e-24 2.67048e-18 2.9672e-19 1.06556e-26 0 0 0
1.54135e+15 1945 5.43508e-15 4.91092e-16 1.55951e-16 4.7877e-23 4.76621e-15 1.88458e-17 4.64917e-24 2.67792e-18 2.97546e-19 1.06852e-26 0 0 0
1.54056e+15 1946 5.43012e-15 4.92426e-16 1.56303e-16 4.80062e-23 4.75959e-15 1.88134e-17 4.64087e-24 2.68536e-18 2.98373e-19 1.07149e-26 0 0 0
1.53977e+15 1947 5.42517e-15 4.93762e-16 1.56655e-16 4.81355e-23 4.75297e-15 1.8781e-17 4.63258e-24 2.69282e-18 2.99202e-19 1.07446e-26 0 0 0
1.53898e+15 1948 5.42023e-15 4.95101e-16 1.57008e-16 4.82649e-23 4.74637e-15 1.87487e-17 4.62431e-24 2.70028e-18 3.00032e-19 1.07743e-26 0 0 0
1.53819e+15 1949 5.4153e-15 4.96441e-16 1.57361e-16 4.83946e-23 4.73977e-15 1.87165e-17 4.61606e-24 2.70776e-18 3.00863e-19 1.08041e-26 0 0 0
1.5374e+15 1950 5.41039e-15 4.97783e-16 1.57714e-16 4.85245e-23 4.73319e-15 1.86843e-17 4.60783e-24 2.71526e-18 3.01695e-19 1.08339e-26 0 0 0
1.53661e+15 1951 5.40549e-15 4.99127e-16 1.58068e-16 4.86545e-23 4.72661e-15 1.86522e-17 4.59962e-24 2.72276e-18 3.02529e-19 1.08638e-26 0 0 0
1.53582e+15 1952 5.4006e-15 5.00473e-16 1.58421e-16 4.87848e-23 4.72005e-15 1.86202e-17 4.59143e-24 2.73027e-18 3.03364e-19 1.08938e-26 0 0 0
1.53504e+15 1953 5.39572e-15 5.01821e-16 1.58776e-16 4.89152e-23 4.71349e-15 1.85882e-17 4.58325e-24 2.7378e-18 3.042e-19 1.09237e-26 0 0 0
1.53425e+15 1954 5.39086e-15 5.03172e-16 1.5913e-16 4.90458e-23 4.70695e-15 1.85563e-17 4.5751e-24 2.74534e-18 3.05037e-19 1.09538e-26 0 0 0
1.53347e+15 1955 5.38601e-15 5.04524e-16 1.59485e-16 4.91766e-23 4.70041e-15 1.85245e-17 4.56696e-24 2.75289e-18 3.05876e-19 1.09838e-26 0 0 0
1.53268e+15 1956 5.38117e-15 5.05878e-16 1.5984e-16 4.93076e-23 4.69389e-15 1.84928e-17 4.55884e-24 2.76045e-18 3.06716e-19 1.10139e-26 0 0 0
1.5319e+15 1957 5.37634e-15 5.07234e-16 1.60195e-16 4.94388e-23 4.68737e-15 1.84611e-17 4.55073e-24 2.76802e-18 3.07558e-19 1.10441e-26 0 0 0
1.53112e+15 1958 5.37153e-15 5.08592e-16 1.60551e-16 4.95702e-23 4.68087e-15 1.84295e-17 4.54265e-24 2.7756e-18 3.084e-19 1.10743e-26 0 0 0
1.53033e+15 1959 5.36672e-15 5.09952e-16 1.60907e-16 4.97018e-23 4.67437e-15 1.83979e-17 4.53458e-24 2.7832e-18 3.09244e-19 1.11046e-26 0 0 0
1.52955e+15 1960 5.36193e-15 5.11314e-16 1.61263e-16 4.98335e-23 4.66789e-15 1.83664e-17 4.52654e-24 2.7908e-18 3.10089e-19 1.11349e-26 0 0 0
1.52877e+15 1961 5.35716e-15 5.12678e-16 1.61619e-16 4.99654e-23 4.66141e-15 1.8335e-17 4.51851e-24 2.79842e-18 3.10936e-19 1.11652e-26 0 0 0
1.52799e+15 1962 5.35239e-15 5.14044e-16 1.61976e-16 5.00976e-23 4.65495e-15 1.83036e-17 4.5105e-24 2.80605e-18 3.11784e-19 1.11956e-26 0 0 0
1.52722e+15 1963 5.34764e-15 5.15412e-16 1.62333e-16 5.02299e-23 4.64849e-15 1.82724e-17 4.5025e-24 2.81369e-18 3.12633e-19 1.1226e-26 0 0 0
1.52644e+15 1964 5.3429e-15 5.16781e-16 1.62691e-16 5.03624e-23 4.64205e-15 1.82411e-17 4.49453e-24 2.82135e-18 3.13483e-19 1.12565e-26 0 0 0
1.52566e+15 1965 5.33817e-15 5.18153e-16 1.63048e-16 5.04951e-23 4.63561e-15 1.821e-17 4.48657e-24 2.82901e-18 3.14335e-19 1.1287e-26 0 0 0
1.52489e+15 1966 5.33345e-15 5.19527e-16 1.63406e-16 5.0628e-23 4.62919e-15 1.81789e-17 4.47863e-24 2.83669e-18 3.15188e-19 1.13176e-26 0 0 0
1.52411e+15 1967 5.32875e-15 5.20903e-16 1.63765e-16 5.0761e-23 4.62277e-15 1.81479e-17 4.4707e-24 2.84438e-18 3.16042e-19 1.13482e-26 0 0 0
1.52334e+15 1968 5.32405e-15 5.22281e-16 1.64123e-16 5.08943e-23 4.61636e-15 1.81169e-17 4.4628e-24 2.85208e-18 3.16897e-19 1.13789e-26 0 0 0
1.52256e+15 1969 5.31937e-15 5.2366e-16 1.64482e-16 5.10277e-23 4.60997e-15 1.8086e-17 4.45491e-24 2.85979e-18 3.17754e-19 1.14096e-26 0 0 0
1.52179e+15 1970 5.31471e-15 5.25042e-16 1.64841e-16 5.11613e-23 4.60358e-15 1.80552e-17 4.44704e-24 2.86751e-18 3.18612e-19 1.14404e-26 0 0 0
1.52102e+15 1971 5.31005e-15 5.26426e-16 1.65201e-16 5.12952e-23 4.59721e-15 1.80244e-17 4.43919e-24 2.87524e-18 3.19471e-19 1.14712e-26 0 0 0
1.52025e+15 1972 5.30541e-15 5.27811e-16 1.65561e-16 5.14292e-23 4.59084e-15 1.79937e-17 4.43135e-24 2.88299e-18 3.20332e-19 1.1502e-26 0 0 0
1.51948e+15 1973 5.30078e-15 5.29199e-16 1.65921e-16 5.15633e-23 4.58448e-15 1.79631e-17 4.42354e-24 2.89074e-18 3.21194e-19 1.15329e-26 0 0 0
1.51871e+15 1974 5.29616e-15 5.30588e-16 1.66281e-16 5.16977e-23 4.57814e-15 1.79325e-17 4.41574e-24 2.89851e-18 3.22057e-19 1.15638e-26 0 0 0
1.51794e+15 1975 5.29155e-15 5.3198e-16 1.66641e-16 5.18323e-23 4.5718e-15 1.7902e-17 4.40795e-24 2.90629e-18 3.22921e-19 1.15948e-26 0 0 0
1.51717e+15 1976 5.28696e-15 5.33373e-16 1.67002e-16 5.1967e-23 4.56547e-15 1.78716e-17 4.40019e-24 2.91408e-18 3.23787e-19 1.16259e-26 0 0 0
1.5164e+15 1977 5.28237e-15 5.34769e-16 1.67364e-16 5.2102e-23 4.55915e-15 1.78412e-17 4.39244e-24 2.92189e-18 3.24654e-19 1.16569e-26 0 0 0
1.51563e+15 1978 5.2778e-15 5.36166e-16 1.67725e-16 5.22371e-23 4.55285e-15 1.78109e-17 4.38471e-24 2.9297e-18 3.25522e-19 1.1688e-26 0 0 0
1.51487e+15 1979 5.27324e-15 5.37566e-16 1.68087e-16 5.23724e-23 4.54655e-15 1.77807e-17 4.37699e-24 2.93753e-18 3.26392e-19 1.17192e-26 0 0 0
1.5141e+15 1980 5.2687e-15 5.38967e-16 1.68449e-16 5.25079e-23 4.54026e-15 1.77505e-17 4.3693e-24 2.94536e-18 3.27263e-19 1.17504e-26 0 0 0
1.51334e+15 1981 5.26416e-15 5.4037e-16 1.68811e-16 5.26436e-23 4.53398e-15 1.77204e-17 4.36162e-24 2.95321e-18 3.28135e-19 1.17817e-26 0 0 0
1.51258e+15 1982 5.25964e-15 5.41775e-16 1.69174e-16 5.27794e-23 4.52771e-15 1.76903e-17 4.35395e-24 2.96107e-18 3.29008e-19 1.1813e-26 0 0 0
1.51181e+15 1983 5.25513e-15 5.43182e-16 1.69537e-16 5.29155e-23 4.52145e-15 1.76603e-17 4.34631e-24 2.96894e-18 3.29883e-19 1.18443e-26 0 0 0
1.51105e+15 1984 5.25063e-15 5.44592e-16 1.699e-16 5.30517e-23 4.5152e-15 1.76304e-17 4.33868e-24 2.97683e-18 3.30759e-19 1.18757e-26 0 0 0
1.51029e+15 1985 5.24614e-15 5.46003e-16 1.70263e-16 5.31881e-23 4.50896e-15 1.76005e-17 4.33107e-24 2.98472e-18 3.31636e-19 1.19072e-26 0 0 0
1.50953e+15 1986 5.24167e-15 5.47416e-16 1.70627e-16 5.33247e-23 4.50273e-15 1.75707e-17 4.32347e-24 2.99263e-18 3.32514e-19 1.19387e-26 0 0 0
1.50877e+15 1987 5.23721e-15 5.48831e-16 1.70991e-16 5.34615e-23 4.49651e-15 1.7541e-17 4.31589e-24 3.00055e-18 3.33394e-19 1.19702e-26 0 0 0
1.50801e+15 1988 5.23276e-15 5.50247e-16 1.71355e-16 5.35985e-23 4.4903e-15 1.75113e-17 4.30833e-24 3.00847e-18 3.34275e-19 1.20018e-26 0 0 0
1.50725e+15 1989 5.22832e-15 5.51666e-16 1.7172e-16 5.37357e-23 4.4841e-15 1.74817e-17 4.30079e-24 3.01641e-18 3.35157e-19 1.20334e-26 0 0 0
1.50649e+15 1990 5.22389e-15 5.53087e-16 1.72085e-16 5.3873e-23 4.47791e-15 1.74521e-17 4.29326e-24 3.02437e-18 3.36041e-19 1.2065e-26 0 0 0
1.50574e+15 1991 5.21948e-15 5.5451e-16 1.7245e-16 5.40105e-23 4.47172e-15 1.74226e-17 4.28575e-24 3.03233e-18 3.36925e-19 1.20968e-26 0 0 0
1.50498e+15 1992 5.21507e-15 5.55935e-16 1.72815e-16 5.41483e-23 4.46555e-15 1.73932e-17 4.27825e-24 3.0403e-18 3.37811e-19 1.21285e-26 0 0 0
1.50423e+15 1993 5.21068e-15 5.57361e-16 1.73181e-16 5.42862e-23 4.45939e-15 1.73638e-17 4.27077e-24 3.04829e-18 3.38699e-19 1.21603e-26 0 0 0
1.50347e+15 1994 5.2063e-15 5.5879e-16 1.73547e-16 5.44243e-23 4.45324e-15 1.73345e-17 4.26331e-24 3.05629e-18 3.39587e-19 1.21922e-26 0 0 0
1.50272e+15 1995 5.20194e-15 5.6022e-16 1.73913e-16 5.45625e-23 4.44709e-15 1.73053e-17 4.25587e-24 3.0643e-18 3.40477e-19 1.22241e-26 0 0 0
1.50197e+15 1996 5.19758e-15 5.61653e-16 1.74279e-16 5.4701e-23 4.44096e-15 1.72761e-17 4.24844e-24 3.07232e-18 3.41368e-19 1.2256e-26 0 0 0
1.50121e+15 1997 5.19324e-15 5.63087e-16 1.74646e-16 5.48396e-23 4.43483e-15 1.72469e-17 4.24102e-24 3.08035e-18 3.42261e-19 1.2288e-26 0 0 0
1.50046e+15 1998 5.1889e-15 5.64523e-16 1.75013e-16 5.49784e-23 4.42872e-15 1.72179e-17 4.23363e-24 3.08839e-18 3.43154e-19 1.232e-26 0 0 0
1.49971e+15 1999 5.18458e-15 5.65962e-16 1.7538e-16 5.51175e-23 4.42261e-15 1.71889e-17 4.22625e-24 3.09644e-18 3.44049e-19 1.23521e-26 0 0 0
1.49896e+15 2000 5.18028e-15 5.67402e-16 1.75748e-16 5.52567e-23 4.41652e-15 1.71599e-17 4.21888e-24 3.10451e-18 3.44946e-19 1.23842e-26 0 0 0
1.49821e+15 2001 5.17598e-15 5.68844e-16 1.76116e-16 5.5396e-23 4.41043e-15 1.71311e-17 4.21153e-24 3.11259e-18 3.45843e-19 1.24164e-26 0 0 0
1.49746e+15 2002 5.17169e-15 5.70288e-16 1.76484e-16 5.55356e-23 4.40435e-15 1.71022e-17 4.2042e-24 3.12068e-18 3.46742e-19 1.24486e-26 0 0 0
1.49672e+15 2003 5.16742e-15 5.71734e-16 1.76852e-16 5.56753e-23 4.39828e-15 1.70735e-17 4.19689e-24 3.12877e-18 3.47642e-19 1.24808e-26 0 0 0
1.49597e+15 2004 5.16316e-15 5.73182e-16 1.77221e-16 5.58153e-23 4.39223e-15 1.70448e-17 4.18959e-24 3.13689e-18 3.48543e-19 1.25131e-26 0 0 0
1.49522e+15 2005 5.15891e-15 5.74632e-16 1.7759e-16 5.59554e-23 4.38618e-15 1.70161e-17 4.1823e-24 3.14501e-18 3.49445e-19 1.25455e-26 0 0 0
1.49448e+15 2006 5.15467e-15 5.76084e-16 1.77959e-16 5.60957e-23 4.38014e-15 1.69875e-17 4.17504e-24 3.15314e-18 3.50349e-19 1.25779e-26 0 0 0
1.49373e+15 2007 5.15044e-15 5.77537e-16 1.78328e-16 5.62361e-23 4.37411e-15 1.6959e-17 4.16778e-24 3.16129e-18 3.51254e-19 1.26103e-26 0 0 0
1.49299e+15 2008 5.14623e-15 5.78993e-16 1.78698e-16 5.63768e-23 4.36809e-15 1.69306e-17 4.16055e-24 3.16944e-18 3.5216e-19 1.26428e-26 0 0 0
1.49225e+15 2009 5.14203e-15 5.8045e-16 1.79068e-16 5.65176e-23 4.36208e-15 1.69021e-17 4.15333e-24 3.17761e-18 3.53068e-19 1.26753e-26 0 0 0
1.4915e+15 2010 5.13784e-15 5.8191e-16 1.79438e-16 5.66587e-23 4.35607e-15 1.68738e-17 4.14612e-24 3.18579e-18 3.53977e-19 1.27079e-26 0 0 0
1.49076e+15 2011 5.13366e-15 5.83371e-16 1.79809e-16 5.67999e-23 4.35008e-15 1.68455e-17 4.13894e-24 3.19398e-18 3.54887e-19 1.27405e-26 0 0 0
1.49002e+15 2012 5.12949e-15 5.84835e-16 1.8018e-16 5.69413e-23 4.3441e-15 1.68173e-17 4.13176e-24 3.20218e-18 3.55798e-19 1.27731e-26 0 0 0
1.48928e+15 2013 5.12533e-15 5.863e-16 1.80551e-16 5.70828e-23 4.33812e-15 1.67891e-17 4.12461e-24 3.2104e-18 3.56711e-19 1.28058e-26 0 0 0
1.48854e+15 2014 5.12119e-15 5.87767e-16 1.80922e-16 5.72246e-23 4.33216e-15 1.6761e-17 4.11746e-24 3.21862e-18 3.57624e-19 1.28386e-26 0 0 0
1.4878e+15 2015 5.11705e-15 5.89236e-16 1.81293e-16 5.73665e-23 4.32621e-15 1.6733e-17 4.11034e-24 3.22686e-18 3.5854e-19 1.28714e-26 0 0 0
1.48707e+15 2016 5.11293e-15 5.90707e-16 1.81665e-16 5.75087e-23 4.32026e-15 1.6705e-17 4.10323e-24 3.2351e-18 3.59456e-19 1.29042e-26 0 0 0
1.48633e+15 2017 5.10882e-15 5.9218e-16 1.82037e-16 5.7651e-23 4.31432e-15 1.6677e-17 4.09613e-24 3.24336e-18 3.60373e-19 1.29371e-26 0 0 0
1.48559e+15 2018 5.10472e-15 5.93655e-16 1.82409e-16 5.77935e-23 4.3084e-15 1.66491e-17 4.08905e-24 3.25163e-18 3.61292e-19 1.297e-26 0 0 0
1.48486e+15 2019 5.10064e-15 5.95132e-16 1.82782e-16 5.79361e-23 4.30248e-15 1.66213e-17 4.08199e-24 3.25991e-18 3.62212e-19 1.3003e-26 0 0 0
1.48412e+15 2020 5.09656e-15 5.9661e-16 1.83155e-16 5.8079e-23 4.29657e-15 1.65936e-17 4.07494e-24 3.2682e-18 3.63134e-19 1.3036e-26 0 0 0
1.48339e+15 2021 5.0925e-15 5.98091e-16 1.83528e-16 5.8222e-23 4.29067e-15 1.65659e-17 4.06791e-24 3.27651e-18 3.64056e-19 1.30691e-26 0 0 0
1.48265e+15 2022 5.08844e-15 5.99573e-16 1.83901e-16 5.83652e-23 4.28478e-15 1.65382e-17 4.06089e-24 3.28482e-18 3.6498e-19 1.31022e-26 0 0 0
1.48192e+15 2023 5.0844e-15 6.01058e-16 1.84275e-16 5.85086e-23 4.2789e-15 1.65106e-17 4.05389e-24 3.29315e-18 3.65905e-19 1.31353e-26 0 0 0
1.48119e+15 2024 5.08037e-15 6.02544e-16 1.84649e-16 5.86522e-23 4.27303e-15 1.64831e-17 4.0469e-24 3.30148e-18 3.66831e-19 1.31685e-26 0 0 0
1.48046e+15 2025 5.07635e-15 6.04032e-16 1.85023e-16 5.87959e-23 4.26716e-15 1.64556e-17 4.03993e-24 3.30983e-18 3.67759e-19 1.32018e-26 0 0 0
1.47973e+15 2026 5.07235e-15 6.05522e-16 1.85397e-16 5.89403e-23 4.26131e-15 1.64282e-17 4.03297e-24 3.31819e-18 3.68688e-19 1.3235e-26 0 0 0
1.479e+15 2027 5.06835e-15 6.07014e-16 1.85771e-16 5.90849e-23 4.25547e-15 1.64008e-17 4.02603e-24 3.32656e-18 3.69618e-19 1.32684e-26 0 0 0
1.47827e+15 2028 5.06437e-15 6.08508e-16 1.86146e-16 5.92297e-23 4.24963e-15 1.63735e-17 4.0191e-24 3.33494e-18 3.70549e-19 1.33017e-26 0 0 0
1.47754e+15 2029 5.06039e-15 6.10004e-16 1.86521e-16 5.93746e-23 4.24381e-15 1.63463e-17 4.01219e-24 3.34334e-18 3.71482e-19 1.33352e-26 0 0 0
1.47681e+15 2030 5.05643e-15 6.11502e-16 1.86897e-16 5.95198e-23 4.23799e-15 1.63191e-17 4.00529e-24 3.35174e-18 3.72416e-19 1.33686e-26 0 0 0
1.47608e+15 2031 5.05248e-15 6.13001e-16 1.87272e-16 5.96651e-23 4.23218e-15 1.62919e-17 3.99841e-24 3.36016e-18 3.73351e-19 1.34021e-26 0 0 0
1.47536e+15 2032 5.04854e-15 6.14503e-16 1.87648e-16 5.98106e-23 4.22638e-15 1.62648e-17 3.99154e-24 3.36858e-18 3.74287e-19 1.34357e-26 0 0 0
1.47463e+15 2033 5.04461e-15 6.16006e-16 1.88024e-16 5.99563e-23 4.22059e-15 1.62378e-17 3.98469e-24 3.37702e-18 3.75225e-19 1.34693e-26 0 0 0
1.47391e+15 2034 5.0407e-15 6.17511e-16 1.884e-16 6.01022e-23 4.21481e-15 1.62108e-17 3.97785e-24 3.38547e-18 3.76163e-19 1.35029e-26 0 0 0
1.47318e+15 2035 5.03679e-15 6.19019e-16 1.88777e-16 6.02482e-23 4.20904e-15 1.61839e-17 3.97103e-24 3.39393e-18 3.77103e-19 1.35366e-26 0 0 0
1.47246e+15 2036 5.0329e-15 6.20528e-16 1.89154e-16 6.03944e-23 4.20328e-15 1.61571e-17 3.96422e-24 3.4024e-18 3.78045e-19 1.35703e-26 0 0 0
1.47174e+15 2037 5.02902e-15 6.22039e-16 1.89531e-16 6.05408e-23 4.19753e-15 1.61303e-17 3.95743e-24 3.41088e-18 3.78987e-19 1.36041e-26 0 0 0
1.47101e+15 2038 5.02515e-15 6.23551e-16 1.89908e-16 6.06874e-23 4.19178e-15 1.61035e-17 3.95065e-24 3.41938e-18 3.79931e-19 1.36379e-26 0 0 0
1.47029e+15 2039 5.02129e-15 6.25066e-16 1.90286e-16 6.08342e-23 4.18605e-15 1.60768e-17 3.94388e-24 3.42788e-18 3.80876e-19 1.36718e-26 0 0 0
1.46957e+15 2040 5.01744e-15 6.26583e-16 1.90663e-16 6.09812e-23 4.18032e-15 1.60502e-17 3.93713e-24 3.4364e-18 3.81822e-19 1.37057e-26 0 0 0
1.46885e+15 2041 5.0136e-15 6.28101e-16 1.91041e-16 6.11283e-23 4.17461e-15 1.60236e-17 3.9304e-24 3.44493e-18 3.8277e-19 1.37396e-26 0 0 0
1.46813e+15 2042 5.00977e-15 6.29622e-16 1.9142e-16 6.12756e-23 4.1689e-15 1.5997e-17 3.92368e-24 3.45346e-18 3.83718e-19 1.37736e-26 0 0 0
1.46741e+15 2043 5.00596e-15 6.31144e-16 1.91798e-16 6.14231e-23 4.1632e-15 1.59706e-17 3.91697e-24 3.46201e-18 3.84668e-19 1.38077e-26 0 0 0
1.4667e+15 2044 5.00215e-15 6.32668e-16 1.92177e-16 6.15708e-23 4.15751e-15 1.59441e-17 3.91028e-24 3.47057e-18 3.85619e-19 1.38417e-26 0 0 0
1.46598e+15 2045 4.99836e-15 6.34194e-16 1.92556e-16 6.17187e-23 4.15183e-15 1.59178e-17 3.9036e-24 3.47915e-18 3.86572e-19 1.38759e-26 0 0 0
1.46526e+15 2046 4.99458e-15 6.35722e-16 1.92935e-16 6.18667e-23 4.14616e-15 1.58915e-17 3.89694e-24 3.48773e-18 3.87525e-19 1.391e-26 0 0 0
1.46455e+15 2047 4.99081e-15 6.37252e-16 1.93314e-16 6.20149e-23 4.14049e-15 1.58652e-17 3.89029e-24 3.49632e-18 3.8848e-19 1.39443e-26 0 0 0
1.46383e+15 2048 4.98705e-15 6.38783e-16 1.93694e-16 6.21633e-23 4.13484e-15 1.5839e-17 3.88366e-24 3.50493e-18 3.89436e-19 1.39785e-26 0 0 0
1.46312e+15 2049 4.9833e-15 6.40317e-16 1.94074e-16 6.23119e-23 4.12919e-15 1.58128e-17 3.87704e-24 3.51354e-18 3.90394e-19 1.40128e-26 0 0 0
1.4624e+15 2050 4.97956e-15 6.41852e-16 1.94454e-16 6.24606e-23 4.12356e-15 1.57867e-17 3.87043e-24 3.52217e-18 3.91352e-19 1.40472e-26 0 0 0
1.46169e+15 2051 4.97584e-15 6.4339e-16 1.94834e-16 1.5469e-24 4.11793e-15 1.57607e-17 3.86384e-24 3.53081e-18 3.92312e-19 1.40815e-26 0 0 0
1.46098e+15 2052 4.97212e-15 6.44929e-16 1.95215e-16 1.55062e-24 4.11231e-15 1.57347e-17 3.85726e-24 3.53946e-18 3.93273e-19 1.4116e-26 0 0 0
1.46027e+15 2053 4.96842e-15 6.4647e-16 1.95596e-16 1.55435e-24 4.1067e-15 1.57088e-17 3.8507e-24 3.54812e-18 3.94235e-19 1.41505e-26 0 0 0
1.45955e+15 2054 4.96472e-15 6.48013e-16 1.95977e-16 1.55807e-24 4.1011e-15 1.56829e-17 3.84415e-24 3.55679e-18 3.95199e-19 1.4185e-26 0 0 0
1.45884e+15 2055 4.96104e-15 6.49557e-16 1.96358e-16 1.56181e-24 4.09551e-15 1.5657e-17 3.83762e-24 3.56547e-18 3.96164e-19 1.42195e-26 0 0 0
1.45813e+15 2056 4.95737e-15 6.51104e-16 1.9674e-16 1.56555e-24 4.08992e-15 1.56313e-17 3.8311e-24 3.57417e-18 3.97129e-19 1.42541e-26 0 0 0
1.45743e+15 2057 4.95371e-15 6.52652e-16 1.97121e-16 1.56929e-24 4.08435e-15 1.56055e-17 3.82459e-24 3.58287e-18 3.98097e-19 1.42888e-26 0 0 0
1.45672e+15 2058 4.95006e-15 6.54203e-16 1.97503e-16 1.57304e-24 4.07878e-15 1.55799e-17 3.8181e-24 3.59159e-18 3.99065e-19 1.43235e-26 0 0 0
1.45601e+15 2059 4.94642e-15 6.55755e-16 1.97886e-16 1.57679e-24 4.07323e-15 1.55542e-17 3.81162e-24 3.60031e-18 4.00035e-19 1.43582e-26 0 0 0
1.4553e+15 2060 4.94279e-15 6.57309e-16 1.98268e-16 1.58055e-24 4.06768e-15 1.55287e-17 3.80515e-24 3.60905e-18 4.01005e-19 1.4393e-26 0 0 0
1.4546e+15 2061 4.93918e-15 6.58865e-16 1.98651e-16 1.58431e-24 4.06214e-15 1.55031e-17 3.7987e-24 3.6178e-18 4.01977e-19 1.44278e-26 0 0 0
1.45389e+15 2062 4.93557e-15 6.60423e-16 1.99033e-16 1.58807e-24 4.05661e-15 1.54777e-17 3.79226e-24 3.62656e-18 4.02951e-19 1.44627e-26 0 0 0
