#########################################
#     NEBULAR output spectrum
#########################################
#
# Electron temperature [K]      : 10000
# Electron density [cm-3]       : 100
# Helium abundance              : 0.1
# Ionisation fraction (H+)      : 1
# Ionisation fraction (He+)     : 1
# Ionisation fraction (He++)    : 9.25655e-09
# H+ density [cm-3]             : 90
# He+ density [cm-3]            : 10
# He++ density [cm-3]           : 9.25655e-08
# Total nuclear density [cm-3]  : 100
# Total matter density [g cm-3] : 2.17083e-22
#
# Col 1:  Frequency [Hz]
# Col 2:  Wavelength [A]
# Col 3:  Total spectrum: f_lambda (erg s-1 cm-2 A-1)
# Col 4:  j_fb (free-bound HI)
# Col 5:  j_fb (free-bound HeI)
# Col 6:  j_fb (free-bound HeII)
# Col 7:  j_2q (two-photon HI)
# Col 8:  j_2q (two-photon HeI)
# Col 9:  j_2q (two-photon HeII)
# Col 10:  j_ff (free-free HII)
# Col 11: j_ff (free-free HeII)
# Col 12: j_ff (free-free HeIII)
# Col 13: j_nn' (HI   recombination lines)
# Col 14: j_nn' (HeI  recombination lines)
# Col 15: j_nn' (HeII recombination lines)
#
# nu lambda f_lambda fb_HI fb_HeI fb_HeII 2q_HI 2q_HeI 2q_HeII ff_HII ff_HeII ff_HeIII eml_HI eml_HeI eml_HeII
1.18215e+15 2536 4.18666e-15 1.56561e-15 3.9343e-16 3.79853e-24 2.21022e-15 7.57414e-18 1.8274e-24 8.84661e-18 9.82956e-19 3.52181e-26 0 0 0
1.18168e+15 2537 4.18662e-15 1.56779e-15 3.93847e-16 3.80389e-24 2.20758e-15 7.56365e-18 1.82484e-24 8.85945e-18 9.84383e-19 3.52691e-26 0 0 0
1.18122e+15 2538 4.18658e-15 1.56996e-15 3.94265e-16 3.80926e-24 2.20494e-15 7.55317e-18 1.82228e-24 8.8723e-18 9.85811e-19 3.53202e-26 0 0 0
1.18075e+15 2539 4.18654e-15 1.57214e-15 3.94682e-16 3.81464e-24 2.2023e-15 7.54271e-18 1.81973e-24 8.88516e-18 9.87239e-19 3.53712e-26 0 0 0
1.18029e+15 2540 4.18651e-15 1.57432e-15 3.95099e-16 3.82001e-24 2.19967e-15 7.53227e-18 1.81718e-24 8.89802e-18 9.88669e-19 3.54223e-26 0 0 0
1.17982e+15 2541 4.18648e-15 1.5765e-15 3.95516e-16 3.82539e-24 2.19704e-15 7.52185e-18 1.81464e-24 8.91088e-18 9.90098e-19 3.54734e-26 0 0 0
1.17936e+15 2542 4.18646e-15 1.57868e-15 3.95933e-16 3.83077e-24 2.19442e-15 7.51145e-18 1.8121e-24 8.92376e-18 9.91529e-19 3.55246e-26 0 0 0
1.17889e+15 2543 4.18645e-15 1.58086e-15 3.96349e-16 3.83615e-24 2.1918e-15 7.50106e-18 1.80956e-24 8.93664e-18 9.92959e-19 3.55757e-26 0 0 0
1.17843e+15 2544 4.18643e-15 1.58305e-15 3.96766e-16 3.84153e-24 2.18919e-15 7.49069e-18 1.80703e-24 8.94952e-18 9.94391e-19 3.56269e-26 0 0 0
1.17797e+15 2545 4.18643e-15 1.58523e-15 3.97183e-16 3.84692e-24 2.18658e-15 7.48034e-18 1.8045e-24 8.96241e-18 9.95823e-19 3.56781e-26 0 0 0
1.1775e+15 2546 4.18642e-15 1.58741e-15 3.97599e-16 3.8523e-24 2.18397e-15 7.47001e-18 1.80198e-24 8.97531e-18 9.97256e-19 3.57293e-26 0 0 0
1.17704e+15 2547 4.18642e-15 1.5896e-15 3.98016e-16 3.85769e-24 2.18136e-15 7.45969e-18 1.79946e-24 8.98821e-18 9.9869e-19 3.57806e-26 0 0 0
1.17658e+15 2548 4.18643e-15 1.59178e-15 3.98432e-16 3.86308e-24 2.17876e-15 7.44939e-18 1.79695e-24 9.00111e-18 1.00012e-18 3.58318e-26 0 0 0
1.17612e+15 2549 4.18644e-15 1.59397e-15 3.98849e-16 3.86848e-24 2.17617e-15 7.43911e-18 1.79444e-24 9.01403e-18 1.00156e-18 3.58831e-26 0 0 0
1.17566e+15 2550 4.18646e-15 1.59616e-15 3.99265e-16 3.87387e-24 2.17358e-15 7.42885e-18 1.79194e-24 9.02694e-18 1.00299e-18 3.59344e-26 0 0 0
1.1752e+15 2551 4.18648e-15 1.59835e-15 3.99681e-16 3.87927e-24 2.17099e-15 7.41861e-18 1.78944e-24 9.03987e-18 1.00443e-18 3.59858e-26 0 0 0
1.17474e+15 2552 4.1865e-15 1.60053e-15 4.00097e-16 3.88467e-24 2.1684e-15 7.40838e-18 1.78694e-24 9.0528e-18 1.00587e-18 3.60371e-26 0 0 0
1.17428e+15 2553 4.18653e-15 1.60272e-15 4.00514e-16 3.89007e-24 2.16582e-15 7.39817e-18 1.78445e-24 9.06573e-18 1.0073e-18 3.60885e-26 0 0 0
1.17382e+15 2554 4.18657e-15 1.60491e-15 4.0093e-16 3.89548e-24 2.16325e-15 7.38797e-18 1.78196e-24 9.07867e-18 1.00874e-18 3.61399e-26 0 0 0
1.17336e+15 2555 4.1866e-15 1.60711e-15 4.01345e-16 3.90088e-24 2.16067e-15 7.3778e-18 1.77948e-24 9.09162e-18 1.01018e-18 3.61913e-26 0 0 0
1.1729e+15 2556 4.18665e-15 1.6093e-15 4.01761e-16 3.90629e-24 2.15811e-15 7.36764e-18 1.777e-24 9.10457e-18 1.01162e-18 3.62427e-26 0 0 0
1.17244e+15 2557 4.1867e-15 1.61149e-15 4.02177e-16 3.9117e-24 2.15554e-15 7.3575e-18 1.77453e-24 9.11753e-18 1.01306e-18 3.62942e-26 0 0 0
1.17198e+15 2558 4.18675e-15 1.61368e-15 4.02593e-16 3.91711e-24 2.15298e-15 7.34738e-18 1.77206e-24 9.13049e-18 1.0145e-18 3.63457e-26 0 0 0
1.17152e+15 2559 4.1868e-15 1.61588e-15 4.03008e-16 3.92253e-24 2.15042e-15 7.33727e-18 1.76959e-24 9.14346e-18 1.01594e-18 3.63972e-26 0 0 0
1.17106e+15 2560 4.18686e-15 1.61807e-15 4.03424e-16 3.92794e-24 2.14787e-15 7.32718e-18 1.76713e-24 9.15643e-18 1.01738e-18 3.64487e-26 0 0 0
1.17061e+15 2561 4.18693e-15 1.62027e-15 4.03839e-16 3.93336e-24 2.14532e-15 7.31711e-18 1.76467e-24 9.16941e-18 1.01882e-18 3.65003e-26 0 0 0
1.17015e+15 2562 4.187e-15 1.62247e-15 4.04255e-16 3.93878e-24 2.14277e-15 7.30705e-18 1.76222e-24 9.1824e-18 1.02027e-18 3.65518e-26 0 0 0
1.16969e+15 2563 4.18707e-15 1.62466e-15 4.0467e-16 3.94421e-24 2.14023e-15 7.29701e-18 1.75977e-24 9.19539e-18 1.02171e-18 3.66034e-26 0 0 0
1.16924e+15 2564 4.18715e-15 1.62686e-15 4.05085e-16 3.94963e-24 2.13769e-15 7.28699e-18 1.75733e-24 9.20838e-18 1.02315e-18 3.6655e-26 0 0 0
1.16878e+15 2565 4.18724e-15 1.62906e-15 4.055e-16 3.95506e-24 2.13515e-15 7.27699e-18 1.75489e-24 9.22138e-18 1.0246e-18 3.67067e-26 0 0 0
1.16833e+15 2566 4.18733e-15 1.63126e-15 4.05916e-16 3.96048e-24 2.13262e-15 7.267e-18 1.75245e-24 9.23439e-18 1.02604e-18 3.67583e-26 0 0 0
1.16787e+15 2567 4.18742e-15 1.63346e-15 4.06331e-16 3.96592e-24 2.1301e-15 7.25703e-18 1.75002e-24 9.2474e-18 1.02749e-18 3.681e-26 0 0 0
1.16742e+15 2568 4.18751e-15 1.63566e-15 4.06745e-16 3.97135e-24 2.12757e-15 7.24708e-18 1.7476e-24 9.26042e-18 1.02894e-18 3.68617e-26 0 0 0
1.16696e+15 2569 4.18762e-15 1.63786e-15 4.0716e-16 3.97678e-24 2.12505e-15 7.23714e-18 1.74517e-24 9.27344e-18 1.03038e-18 3.69134e-26 0 0 0
1.16651e+15 2570 4.18772e-15 1.64006e-15 4.07575e-16 3.98222e-24 2.12254e-15 7.22722e-18 1.74275e-24 9.28647e-18 1.03183e-18 3.69652e-26 0 0 0
1.16605e+15 2571 4.18783e-15 1.64227e-15 4.0799e-16 3.98766e-24 2.12002e-15 7.21732e-18 1.74034e-24 9.2995e-18 1.03328e-18 3.70169e-26 0 0 0
1.1656e+15 2572 4.18795e-15 1.64447e-15 4.08404e-16 3.9931e-24 2.11751e-15 7.20744e-18 1.73793e-24 9.31254e-18 1.03473e-18 3.70687e-26 0 0 0
1.16515e+15 2573 4.18806e-15 1.64668e-15 4.08819e-16 3.99854e-24 2.11501e-15 7.19757e-18 1.73553e-24 9.32558e-18 1.03618e-18 3.71205e-26 0 0 0
1.16469e+15 2574 4.18819e-15 1.64888e-15 4.09233e-16 4.00398e-24 2.11251e-15 7.18771e-18 1.73312e-24 9.33863e-18 1.03763e-18 3.71723e-26 0 0 0
1.16424e+15 2575 4.18831e-15 1.65109e-15 4.09647e-16 4.00943e-24 2.11001e-15 7.17788e-18 1.73073e-24 9.35169e-18 1.03908e-18 3.72242e-26 0 0 0
1.16379e+15 2576 4.18845e-15 1.6533e-15 4.10062e-16 4.01488e-24 2.10752e-15 7.16806e-18 1.72833e-24 9.36475e-18 1.04053e-18 3.72761e-26 0 0 0
1.16334e+15 2577 4.18858e-15 1.6555e-15 4.10476e-16 4.02033e-24 2.10503e-15 7.15826e-18 1.72594e-24 9.37781e-18 1.04198e-18 3.73279e-26 0 0 0
1.16289e+15 2578 4.18872e-15 1.65771e-15 4.1089e-16 4.02578e-24 2.10254e-15 7.14847e-18 1.72356e-24 9.39088e-18 1.04343e-18 3.73799e-26 0 0 0
1.16244e+15 2579 4.18887e-15 1.65992e-15 4.11304e-16 4.03123e-24 2.10006e-15 7.1387e-18 1.72118e-24 9.40396e-18 1.04488e-18 3.74318e-26 0 0 0
1.16199e+15 2580 4.18902e-15 1.66213e-15 4.11718e-16 4.03669e-24 2.09758e-15 7.12895e-18 1.7188e-24 9.41704e-18 1.04634e-18 3.74837e-26 0 0 0
1.16154e+15 2581 4.18917e-15 1.66434e-15 4.12131e-16 4.04215e-24 2.0951e-15 7.11921e-18 1.71643e-24 9.43013e-18 1.04779e-18 3.75357e-26 0 0 0
1.16109e+15 2582 4.18933e-15 1.66655e-15 4.12545e-16 4.04761e-24 2.09263e-15 7.10949e-18 1.71406e-24 9.44322e-18 1.04925e-18 3.75877e-26 0 0 0
1.16064e+15 2583 4.18949e-15 1.66876e-15 4.12959e-16 4.05307e-24 2.09016e-15 7.09979e-18 1.7117e-24 9.45631e-18 1.0507e-18 3.76397e-26 0 0 0
1.16019e+15 2584 4.18966e-15 1.67098e-15 4.13372e-16 4.05853e-24 2.0877e-15 7.0901e-18 1.70934e-24 9.46942e-18 1.05216e-18 3.76917e-26 0 0 0
1.15974e+15 2585 4.18983e-15 1.67319e-15 4.13786e-16 4.064e-24 2.08523e-15 7.08043e-18 1.70698e-24 9.48252e-18 1.05361e-18 3.77438e-26 0 0 0
1.15929e+15 2586 4.19e-15 1.67541e-15 4.14199e-16 4.06947e-24 2.08278e-15 7.07078e-18 1.70463e-24 9.49564e-18 1.05507e-18 3.77959e-26 0 0 0
1.15884e+15 2587 4.19018e-15 1.67762e-15 4.14612e-16 4.07494e-24 2.08032e-15 7.06114e-18 1.70228e-24 9.50875e-18 1.05653e-18 3.7848e-26 0 0 0
1.15839e+15 2588 4.19036e-15 1.67984e-15 4.15025e-16 4.08041e-24 2.07787e-15 7.05152e-18 1.69994e-24 9.52188e-18 1.05799e-18 3.79001e-26 0 0 0
1.15795e+15 2589 4.19055e-15 1.68205e-15 4.15438e-16 4.08588e-24 2.07543e-15 7.04191e-18 1.6976e-24 9.535e-18 1.05944e-18 3.79522e-26 0 0 0
1.1575e+15 2590 4.19074e-15 1.68427e-15 4.15851e-16 4.09136e-24 2.07298e-15 7.03232e-18 1.69526e-24 9.54814e-18 1.0609e-18 3.80043e-26 0 0 0
1.15705e+15 2591 4.19094e-15 1.68649e-15 4.16264e-16 4.09683e-24 2.07054e-15 7.02275e-18 1.69293e-24 9.56127e-18 1.06236e-18 3.80565e-26 0 0 0
1.15661e+15 2592 4.19114e-15 1.68871e-15 4.16677e-16 4.10231e-24 2.06811e-15 7.01319e-18 1.6906e-24 9.57442e-18 1.06382e-18 3.81087e-26 0 0 0
1.15616e+15 2593 4.19135e-15 1.69092e-15 4.1709e-16 4.10779e-24 2.06568e-15 7.00365e-18 1.68828e-24 9.58756e-18 1.06528e-18 3.81609e-26 0 0 0
1.15571e+15 2594 4.19155e-15 1.69314e-15 4.17502e-16 4.11328e-24 2.06325e-15 6.99412e-18 1.68596e-24 9.60072e-18 1.06675e-18 3.82132e-26 0 0 0
1.15527e+15 2595 4.19177e-15 1.69536e-15 4.17915e-16 4.11876e-24 2.06082e-15 6.98461e-18 1.68364e-24 9.61388e-18 1.06821e-18 3.82654e-26 0 0 0
1.15482e+15 2596 4.19198e-15 1.69759e-15 4.18327e-16 4.12425e-24 2.0584e-15 6.97512e-18 1.68133e-24 9.62704e-18 1.06967e-18 3.83177e-26 0 0 0
1.15438e+15 2597 4.19221e-15 1.69981e-15 4.18739e-16 4.12973e-24 2.05598e-15 6.96564e-18 1.67902e-24 9.64021e-18 1.07113e-18 3.837e-26 0 0 0
1.15394e+15 2598 4.19243e-15 1.70203e-15 4.19152e-16 4.13522e-24 2.05357e-15 6.95618e-18 1.67672e-24 9.65338e-18 1.0726e-18 3.84223e-26 0 0 0
1.15349e+15 2599 4.19266e-15 1.70425e-15 4.19564e-16 4.14072e-24 2.05116e-15 6.94674e-18 1.67442e-24 9.66656e-18 1.07406e-18 3.84746e-26 0 0 0
1.15305e+15 2600 4.19289e-15 1.70648e-15 4.19976e-16 4.14621e-24 2.04875e-15 6.93731e-18 1.67212e-24 9.67974e-18 1.07553e-18 3.8527e-26 0 0 0
1.1526e+15 2601 4.02247e-15 1.7087e-15 2.49727e-16 4.1517e-24 2.04634e-15 6.92789e-18 1.66983e-24 9.69293e-18 1.07699e-18 3.85793e-26 0 0 0
1.15216e+15 2602 4.02262e-15 1.71093e-15 2.50042e-16 4.1572e-24 2.04394e-15 6.9185e-18 1.66754e-24 9.70612e-18 1.07846e-18 3.86317e-26 0 0 0
1.15172e+15 2603 4.02277e-15 1.71315e-15 2.50357e-16 4.1627e-24 2.04155e-15 6.90911e-18 1.66526e-24 9.71932e-18 1.07992e-18 3.86841e-26 0 0 0
1.15128e+15 2604 4.02292e-15 1.71538e-15 2.50672e-16 4.1682e-24 2.03915e-15 6.89975e-18 1.66298e-24 9.73252e-18 1.08139e-18 3.87366e-26 0 0 0
1.15083e+15 2605 4.02308e-15 1.71761e-15 2.50987e-16 4.1737e-24 2.03676e-15 6.8904e-18 1.6607e-24 9.74573e-18 1.08286e-18 3.8789e-26 0 0 0
1.15039e+15 2606 4.02324e-15 1.71983e-15 2.51302e-16 4.17921e-24 2.03438e-15 6.88106e-18 1.65843e-24 9.75895e-18 1.08433e-18 3.88415e-26 0 0 0
1.14995e+15 2607 4.02341e-15 1.72206e-15 2.51618e-16 4.18472e-24 2.03199e-15 6.87174e-18 1.65616e-24 9.77216e-18 1.0858e-18 3.8894e-26 0 0 0
1.14951e+15 2608 4.02358e-15 1.72429e-15 2.51933e-16 4.19022e-24 2.02962e-15 6.86244e-18 1.6539e-24 9.78539e-18 1.08727e-18 3.89465e-26 0 0 0
1.14907e+15 2609 4.02375e-15 1.72652e-15 2.52249e-16 4.19573e-24 2.02724e-15 6.85315e-18 1.65164e-24 9.79861e-18 1.08873e-18 3.8999e-26 0 0 0
1.14863e+15 2610 4.02393e-15 1.72875e-15 2.52564e-16 4.20124e-24 2.02487e-15 6.84388e-18 1.64938e-24 9.81185e-18 1.09021e-18 3.90515e-26 0 0 0
1.14819e+15 2611 4.02411e-15 1.73098e-15 2.5288e-16 4.20676e-24 2.0225e-15 6.83462e-18 1.64713e-24 9.82508e-18 1.09168e-18 3.91041e-26 0 0 0
1.14775e+15 2612 4.0243e-15 1.73322e-15 2.53195e-16 4.21227e-24 2.02013e-15 6.82538e-18 1.64488e-24 9.83833e-18 1.09315e-18 3.91567e-26 0 0 0
1.14731e+15 2613 4.02449e-15 1.73545e-15 2.53511e-16 4.21779e-24 2.01777e-15 6.81615e-18 1.64264e-24 9.85157e-18 1.09462e-18 3.92093e-26 0 0 0
1.14687e+15 2614 4.02469e-15 1.73768e-15 2.53827e-16 4.22331e-24 2.01541e-15 6.80694e-18 1.6404e-24 9.86482e-18 1.09609e-18 3.92619e-26 0 0 0
1.14643e+15 2615 4.02489e-15 1.73992e-15 2.54143e-16 4.22883e-24 2.01306e-15 6.79774e-18 1.63816e-24 9.87808e-18 1.09756e-18 3.93146e-26 0 0 0
1.146e+15 2616 4.02509e-15 1.74215e-15 2.54459e-16 4.23435e-24 2.01071e-15 6.78856e-18 1.63592e-24 9.89134e-18 1.09904e-18 3.93672e-26 0 0 0
1.14556e+15 2617 4.0253e-15 1.74439e-15 2.54775e-16 4.23988e-24 2.00836e-15 6.7794e-18 1.63369e-24 9.90461e-18 1.10051e-18 3.94199e-26 0 0 0
1.14512e+15 2618 4.02552e-15 1.74662e-15 2.55091e-16 4.2454e-24 2.00601e-15 6.77025e-18 1.63147e-24 9.91788e-18 1.10199e-18 3.94726e-26 0 0 0
1.14468e+15 2619 4.02573e-15 1.74886e-15 2.55407e-16 4.25093e-24 2.00367e-15 6.76112e-18 1.62925e-24 9.93116e-18 1.10346e-18 3.95253e-26 0 0 0
1.14425e+15 2620 4.02595e-15 1.75109e-15 2.55724e-16 4.25646e-24 2.00133e-15 6.752e-18 1.62703e-24 9.94444e-18 1.10494e-18 3.9578e-26 0 0 0
1.14381e+15 2621 4.02618e-15 1.75333e-15 2.5604e-16 4.26199e-24 1.999e-15 6.74289e-18 1.62481e-24 9.95772e-18 1.10641e-18 3.96308e-26 0 0 0
1.14337e+15 2622 4.02641e-15 1.75557e-15 2.56356e-16 4.26752e-24 1.99667e-15 6.7338e-18 1.6226e-24 9.97101e-18 1.10789e-18 3.96836e-26 0 0 0
1.14294e+15 2623 4.02664e-15 1.75781e-15 2.56673e-16 4.27305e-24 1.99434e-15 6.72473e-18 1.6204e-24 9.98431e-18 1.10937e-18 3.97363e-26 0 0 0
1.1425e+15 2624 4.02688e-15 1.76005e-15 2.5699e-16 4.27859e-24 1.99202e-15 6.71567e-18 1.61819e-24 9.9976e-18 1.11084e-18 3.97891e-26 0 0 0
1.14207e+15 2625 4.02712e-15 1.76229e-15 2.57306e-16 4.28413e-24 1.98969e-15 6.70663e-18 1.616e-24 1.00109e-17 1.11232e-18 3.9842e-26 0 0 0
1.14163e+15 2626 4.02737e-15 1.76453e-15 2.57623e-16 4.28967e-24 1.98738e-15 6.6976e-18 1.6138e-24 1.00242e-17 1.1138e-18 3.98948e-26 0 0 0
1.1412e+15 2627 4.02762e-15 1.76677e-15 2.5794e-16 4.29521e-24 1.98506e-15 6.68859e-18 1.61161e-24 1.00375e-17 1.11528e-18 3.99477e-26 0 0 0
1.14076e+15 2628 4.02787e-15 1.76901e-15 2.58257e-16 4.30075e-24 1.98275e-15 6.67959e-18 1.60942e-24 1.00508e-17 1.11676e-18 4.00006e-26 0 0 0
1.14033e+15 2629 4.02813e-15 1.77126e-15 2.58573e-16 4.3063e-24 1.98044e-15 6.6706e-18 1.60724e-24 1.00642e-17 1.11824e-18 4.00535e-26 0 0 0
1.1399e+15 2630 4.02839e-15 1.7735e-15 2.5889e-16 4.31184e-24 1.97814e-15 6.66164e-18 1.60506e-24 1.00775e-17 1.11972e-18 4.01064e-26 0 0 0
1.13946e+15 2631 4.02866e-15 1.77574e-15 2.59208e-16 4.31739e-24 1.97584e-15 6.65268e-18 1.60288e-24 1.00908e-17 1.1212e-18 4.01593e-26 0 0 0
1.13903e+15 2632 4.02893e-15 1.77799e-15 2.59525e-16 4.32294e-24 1.97354e-15 6.64374e-18 1.60071e-24 1.01042e-17 1.12269e-18 4.02123e-26 0 0 0
1.1386e+15 2633 4.0292e-15 1.78023e-15 2.59842e-16 4.32849e-24 1.97125e-15 6.63482e-18 1.59854e-24 1.01175e-17 1.12417e-18 4.02652e-26 0 0 0
1.13816e+15 2634 4.02948e-15 1.78248e-15 2.60159e-16 4.33404e-24 1.96896e-15 6.62591e-18 1.59637e-24 1.01309e-17 1.12565e-18 4.03182e-26 0 0 0
1.13773e+15 2635 4.02976e-15 1.78473e-15 2.60477e-16 4.3396e-24 1.96667e-15 6.61702e-18 1.59421e-24 1.01442e-17 1.12713e-18 4.03712e-26 0 0 0
1.1373e+15 2636 4.03005e-15 1.78697e-15 2.60794e-16 4.34515e-24 1.96439e-15 6.60814e-18 1.59205e-24 1.01576e-17 1.12862e-18 4.04242e-26 0 0 0
1.13687e+15 2637 4.03034e-15 1.78922e-15 2.61111e-16 4.35071e-24 1.96211e-15 6.59927e-18 1.5899e-24 1.01709e-17 1.1301e-18 4.04773e-26 0 0 0
1.13644e+15 2638 4.03063e-15 1.79147e-15 2.61429e-16 4.35627e-24 1.95983e-15 6.59042e-18 1.58774e-24 1.01843e-17 1.13159e-18 4.05303e-26 0 0 0
1.13601e+15 2639 4.03093e-15 1.79372e-15 2.61747e-16 4.36183e-24 1.95755e-15 6.58159e-18 1.5856e-24 1.01976e-17 1.13307e-18 4.05834e-26 0 0 0
1.13558e+15 2640 4.03123e-15 1.79597e-15 2.62064e-16 4.36739e-24 1.95528e-15 6.57277e-18 1.58345e-24 1.0211e-17 1.13456e-18 4.06365e-26 0 0 0
1.13515e+15 2641 4.03154e-15 1.79822e-15 2.62382e-16 4.37296e-24 1.95302e-15 6.56396e-18 1.58131e-24 1.02244e-17 1.13604e-18 4.06896e-26 0 0 0
1.13472e+15 2642 4.03185e-15 1.80047e-15 2.627e-16 4.37852e-24 1.95075e-15 6.55517e-18 1.57918e-24 1.02378e-17 1.13753e-18 4.07428e-26 0 0 0
1.13429e+15 2643 4.03216e-15 1.80272e-15 2.63018e-16 4.38409e-24 1.94849e-15 6.54639e-18 1.57704e-24 1.02512e-17 1.13902e-18 4.07959e-26 0 0 0
1.13386e+15 2644 4.03248e-15 1.80497e-15 2.63336e-16 4.38966e-24 1.94623e-15 6.53763e-18 1.57492e-24 1.02646e-17 1.14051e-18 4.08491e-26 0 0 0
1.13343e+15 2645 4.0328e-15 1.80722e-15 2.63654e-16 4.39523e-24 1.94398e-15 6.52888e-18 1.57279e-24 1.0278e-17 1.14199e-18 4.09023e-26 0 0 0
1.133e+15 2646 4.03313e-15 1.80948e-15 2.63972e-16 4.4008e-24 1.94173e-15 6.52015e-18 1.57067e-24 1.02914e-17 1.14348e-18 4.09555e-26 0 0 0
1.13257e+15 2647 4.03346e-15 1.81173e-15 2.6429e-16 4.40637e-24 1.93948e-15 6.51143e-18 1.56855e-24 1.03048e-17 1.14497e-18 4.10087e-26 0 0 0
1.13215e+15 2648 4.03379e-15 1.81398e-15 2.64608e-16 4.41195e-24 1.93724e-15 6.50273e-18 1.56643e-24 1.03182e-17 1.14646e-18 4.10619e-26 0 0 0
1.13172e+15 2649 4.03413e-15 1.81624e-15 2.64926e-16 4.41753e-24 1.93499e-15 6.49403e-18 1.56432e-24 1.03316e-17 1.14795e-18 4.11152e-26 0 0 0
1.13129e+15 2650 4.03447e-15 1.81849e-15 2.65245e-16 4.4231e-24 1.93276e-15 6.48536e-18 1.56222e-24 1.0345e-17 1.14944e-18 4.11684e-26 0 0 0
1.13087e+15 2651 4.03482e-15 1.82075e-15 2.65563e-16 4.42868e-24 1.93052e-15 6.4767e-18 1.56011e-24 1.03584e-17 1.15094e-18 4.12217e-26 0 0 0
1.13044e+15 2652 4.03517e-15 1.823e-15 2.65882e-16 4.43427e-24 1.92829e-15 6.46805e-18 1.55801e-24 1.03718e-17 1.15243e-18 4.1275e-26 0 0 0
1.13001e+15 2653 4.03552e-15 1.82526e-15 2.662e-16 4.43985e-24 1.92606e-15 6.45942e-18 1.55591e-24 1.03853e-17 1.15392e-18 4.13283e-26 0 0 0
1.12959e+15 2654 4.03588e-15 1.82752e-15 2.66519e-16 4.44543e-24 1.92384e-15 6.4508e-18 1.55382e-24 1.03987e-17 1.15541e-18 4.13817e-26 0 0 0
1.12916e+15 2655 4.03624e-15 1.82978e-15 2.66837e-16 4.45102e-24 1.92162e-15 6.44219e-18 1.55173e-24 1.04121e-17 1.1569e-18 4.1435e-26 0 0 0
1.12874e+15 2656 4.03661e-15 1.83204e-15 2.67156e-16 4.45661e-24 1.9194e-15 6.4336e-18 1.54965e-24 1.04256e-17 1.1584e-18 4.14884e-26 0 0 0
1.12831e+15 2657 4.03698e-15 1.8343e-15 2.67475e-16 4.4622e-24 1.91718e-15 6.42503e-18 1.54756e-24 1.0439e-17 1.15989e-18 4.15418e-26 0 0 0
1.12789e+15 2658 4.03735e-15 1.83655e-15 2.67794e-16 4.46779e-24 1.91497e-15 6.41647e-18 1.54548e-24 1.04525e-17 1.16139e-18 4.15952e-26 0 0 0
1.12746e+15 2659 4.03772e-15 1.83882e-15 2.68113e-16 4.47338e-24 1.91276e-15 6.40792e-18 1.54341e-24 1.04659e-17 1.16288e-18 4.16486e-26 0 0 0
1.12704e+15 2660 4.0381e-15 1.84108e-15 2.68432e-16 4.47897e-24 1.91055e-15 6.39938e-18 1.54134e-24 1.04794e-17 1.16438e-18 4.1702e-26 0 0 0
1.12662e+15 2661 4.03849e-15 1.84334e-15 2.68751e-16 4.48457e-24 1.90835e-15 6.39086e-18 1.53927e-24 1.04929e-17 1.16587e-18 4.17555e-26 0 0 0
1.12619e+15 2662 4.03888e-15 1.8456e-15 2.6907e-16 4.49017e-24 1.90615e-15 6.38236e-18 1.5372e-24 1.05063e-17 1.16737e-18 4.1809e-26 0 0 0
1.12577e+15 2663 4.03927e-15 1.84786e-15 2.69389e-16 4.49576e-24 1.90396e-15 6.37387e-18 1.53514e-24 1.05198e-17 1.16887e-18 4.18624e-26 0 0 0
1.12535e+15 2664 4.03966e-15 1.85012e-15 2.69708e-16 4.50136e-24 1.90176e-15 6.36539e-18 1.53308e-24 1.05333e-17 1.17037e-18 4.19159e-26 0 0 0
1.12492e+15 2665 4.04006e-15 1.85239e-15 2.70027e-16 4.50696e-24 1.89957e-15 6.35692e-18 1.53103e-24 1.05468e-17 1.17186e-18 4.19695e-26 0 0 0
1.1245e+15 2666 4.04047e-15 1.85465e-15 2.70347e-16 4.51257e-24 1.89739e-15 6.34847e-18 1.52898e-24 1.05603e-17 1.17336e-18 4.2023e-26 0 0 0
1.12408e+15 2667 4.04087e-15 1.85692e-15 2.70666e-16 4.51817e-24 1.8952e-15 6.34004e-18 1.52693e-24 1.05737e-17 1.17486e-18 4.20766e-26 0 0 0
1.12366e+15 2668 4.04128e-15 1.85918e-15 2.70986e-16 4.52378e-24 1.89302e-15 6.33162e-18 1.52488e-24 1.05872e-17 1.17636e-18 4.21301e-26 0 0 0
1.12324e+15 2669 4.0417e-15 1.86145e-15 2.71305e-16 4.52938e-24 1.89084e-15 6.32321e-18 1.52284e-24 1.06007e-17 1.17786e-18 4.21837e-26 0 0 0
1.12282e+15 2670 4.04212e-15 1.86371e-15 2.71625e-16 4.53499e-24 1.88867e-15 6.31481e-18 1.5208e-24 1.06142e-17 1.17936e-18 4.22373e-26 0 0 0
1.1224e+15 2671 4.04254e-15 1.86598e-15 2.71944e-16 4.5406e-24 1.8865e-15 6.30643e-18 1.51877e-24 1.06277e-17 1.18086e-18 4.22909e-26 0 0 0
1.12198e+15 2672 4.04297e-15 1.86825e-15 2.72264e-16 4.54621e-24 1.88433e-15 6.29806e-18 1.51674e-24 1.06413e-17 1.18236e-18 4.23446e-26 0 0 0
